,Status checking,Duration in month,Credit history,Purpose,Credit amount,Savings account,Present employment,Installment rate %,Other debtors,Present residence,Property,Age in years,Other installment plans,Housing,# Existing credits,Job,# Dependents,Telephone,Foreign worker,Class,Male div,Female div/mar,Male sing,Male mar/wid
0,0,6,4,A43,1169,4,4,4,0,4,0,67,2,1,2,2,1,1,1,1,0,0,1,0
1,1,48,2,A43,5951,0,2,2,0,2,0,22,2,1,1,2,1,0,1,2,0,1,0,0
2,3,12,4,A46,2096,0,3,2,0,3,0,49,2,1,1,1,2,0,1,1,0,0,1,0
3,0,42,2,A42,7882,0,3,2,2,4,1,45,2,2,1,2,2,0,1,1,0,0,1,0
4,0,24,3,A40,4870,0,2,3,0,4,3,53,2,2,2,2,2,0,1,2,0,0,1,0
5,3,36,2,A46,9055,4,2,2,0,4,3,35,2,2,1,1,2,1,1,1,0,0,1,0
6,3,24,2,A42,2835,2,4,3,0,4,1,53,2,1,1,2,1,0,1,1,0,0,1,0
7,1,36,2,A41,6948,0,2,2,0,2,2,35,2,0,1,3,1,1,1,1,0,0,1,0
8,3,12,2,A43,3059,3,3,2,0,4,0,61,2,1,1,1,1,0,1,1,1,0,0,0
9,1,30,4,A40,5234,0,0,4,0,2,2,28,2,1,2,3,1,0,1,2,0,0,0,1
10,1,12,2,A40,1295,0,1,3,0,1,2,25,2,0,1,2,1,0,1,2,0,1,0,0
11,0,48,2,A49,4308,0,1,3,0,4,1,24,2,0,1,2,1,0,1,2,0,1,0,0
12,1,12,2,A43,1567,0,2,1,0,1,2,22,2,1,1,2,1,1,1,1,0,1,0,0
13,0,24,4,A40,1199,0,4,4,0,4,2,60,2,1,2,1,1,0,1,2,0,0,1,0
14,0,15,2,A40,1403,0,2,2,0,4,2,28,2,0,1,2,1,0,1,1,0,1,0,0
15,0,24,2,A43,1282,1,2,4,0,2,2,32,2,1,1,1,1,0,1,2,0,1,0,0
16,3,24,4,A43,2424,4,4,4,0,4,1,53,2,1,2,2,1,0,1,1,0,0,1,0
17,0,30,0,A49,8072,4,1,2,0,3,2,25,0,1,3,2,1,0,1,1,0,0,1,0
18,1,24,2,A41,12579,0,4,4,0,2,3,44,2,2,1,3,1,1,1,2,0,1,0,0
19,3,24,2,A43,3430,2,4,3,0,2,2,31,2,1,1,2,2,1,1,1,0,0,1,0
20,3,9,4,A40,2134,0,2,4,0,4,2,48,2,1,3,2,1,1,1,1,0,0,1,0
21,0,6,2,A43,2647,2,2,2,0,3,0,44,2,0,1,2,2,0,1,1,0,0,1,0
22,0,10,4,A40,2241,0,1,1,0,3,0,48,2,0,2,1,2,0,0,1,0,0,1,0
23,1,12,4,A41,1804,1,1,3,0,4,1,44,2,1,1,2,1,0,1,1,0,0,1,0
24,3,10,4,A42,2069,4,2,2,0,1,2,26,2,1,2,2,1,0,0,1,0,0,0,1
25,0,6,2,A42,1374,0,2,1,0,2,0,36,0,1,1,1,1,1,1,1,0,0,1,0
26,3,6,0,A43,426,0,4,4,0,4,2,39,2,1,1,1,1,0,1,1,0,0,0,1
27,2,12,1,A43,409,3,2,3,0,3,0,42,2,0,2,2,1,0,1,1,0,1,0,0
28,1,7,2,A43,2415,0,2,3,2,2,0,34,2,1,1,2,1,0,1,1,0,0,1,0
29,0,60,3,A49,6836,0,4,3,0,4,3,63,2,1,2,2,1,1,1,2,0,0,1,0
30,1,18,2,A49,1913,3,1,3,0,3,0,36,0,1,1,2,1,1,1,1,0,0,0,1
31,0,24,2,A42,4020,0,2,2,0,2,2,27,1,1,1,2,1,0,1,1,0,0,1,0
32,1,18,2,A40,5866,1,2,2,0,2,2,30,2,1,2,2,1,1,1,1,0,0,1,0
33,3,12,4,A49,1264,4,4,4,0,4,3,57,2,0,1,1,1,0,1,1,0,0,1,0
34,2,12,2,A42,1474,0,1,4,0,1,1,33,0,1,1,3,1,1,1,1,0,1,0,0
35,1,45,4,A43,4746,0,1,4,0,2,1,25,2,1,2,1,1,0,1,2,0,0,1,0
36,3,48,4,A46,6110,0,2,1,0,3,3,31,0,2,1,2,1,1,1,1,0,0,1,0
37,2,18,2,A43,2100,0,2,4,1,2,0,37,1,1,1,2,1,0,1,2,0,0,1,0
38,2,10,2,A44,1225,0,2,2,0,2,2,37,2,1,1,2,1,1,1,1,0,0,1,0
39,1,9,2,A43,458,0,2,4,0,3,0,24,2,1,1,2,1,0,1,1,0,0,1,0
40,3,30,2,A43,2333,2,4,4,0,2,2,30,0,1,1,3,1,0,1,1,0,0,1,0
41,1,12,2,A43,1158,2,2,3,0,1,2,26,2,1,1,2,1,1,1,1,1,0,0,0
42,1,18,3,A45,6204,0,2,2,0,4,0,44,2,1,1,1,2,1,1,1,0,0,1,0
43,0,30,4,A41,6187,1,3,1,0,4,2,24,2,0,2,2,1,0,1,1,0,0,0,1
44,0,48,4,A41,6143,0,4,4,0,4,3,58,1,2,2,1,1,0,1,2,0,1,0,0
45,3,11,4,A40,1393,0,1,4,0,4,2,35,2,1,2,3,1,0,1,1,0,1,0,0
46,3,36,2,A43,2299,2,4,4,0,4,2,39,2,1,1,2,1,0,1,1,0,0,1,0
47,0,6,2,A41,1352,2,0,1,0,2,1,23,2,0,1,0,1,1,1,1,0,1,0,0
48,3,11,4,A40,7228,0,2,1,0,4,1,39,2,1,2,1,1,0,1,1,0,0,1,0
49,3,12,2,A43,2073,1,2,4,1,2,0,28,2,1,1,2,1,0,1,1,0,1,0,0
50,1,24,3,A42,2333,4,1,4,0,2,1,29,0,1,1,1,1,0,1,1,0,0,1,0
51,1,27,3,A41,5965,0,4,1,0,2,2,30,2,1,2,3,1,1,1,1,0,0,1,0
52,3,12,2,A43,1262,0,2,3,0,2,2,25,2,1,1,2,1,0,1,1,0,0,1,0
53,3,18,2,A41,3378,4,2,2,0,1,1,31,2,1,1,2,1,1,1,1,0,0,1,0
54,1,36,3,A40,2225,0,4,4,0,4,3,57,0,2,2,2,1,1,1,2,0,0,1,0
55,3,6,1,A40,783,4,2,1,2,2,0,26,1,1,1,1,2,0,1,1,0,0,1,0
56,1,12,2,A43,6468,4,0,2,0,1,3,52,2,1,1,3,1,1,1,2,0,0,1,0
57,3,36,4,A43,9566,0,2,2,0,2,2,31,1,1,2,2,1,0,1,1,0,1,0,0
58,2,18,2,A40,1961,0,4,3,0,2,2,23,2,1,1,3,1,0,1,1,0,1,0,0
59,0,36,4,A42,6229,0,1,4,1,4,3,23,2,0,2,1,1,1,1,2,0,1,0,0
60,1,9,2,A49,1391,0,2,2,0,1,0,27,0,1,1,2,1,1,1,1,0,0,0,1
61,1,15,4,A43,1537,4,4,4,2,4,0,50,2,1,2,2,1,1,1,1,0,0,1,0
62,1,36,0,A49,1953,0,4,4,0,4,3,61,2,2,1,3,1,1,1,2,0,0,1,0
63,1,48,0,A49,14421,0,2,2,0,2,2,25,2,1,1,2,1,1,1,2,0,0,1,0
64,3,24,2,A43,3181,0,1,4,0,4,1,26,2,1,1,2,1,1,1,1,0,1,0,0
65,3,27,2,A45,5190,4,4,4,0,4,1,48,2,1,4,2,2,1,1,1,0,0,1,0
66,3,12,2,A43,2171,0,1,2,0,2,2,29,0,1,1,2,1,0,1,1,0,1,0,0
67,1,12,2,A40,1007,3,2,4,0,1,0,22,2,1,1,2,1,0,1,1,0,0,0,1
68,3,36,2,A46,1819,0,2,4,0,4,3,37,1,2,1,2,1,1,1,2,0,0,1,0
69,3,36,2,A43,2394,4,2,4,0,4,2,25,2,1,1,2,1,0,1,1,0,1,0,0
70,3,36,2,A41,8133,0,2,1,0,2,1,30,0,1,1,2,1,0,1,1,0,1,0,0
71,3,7,4,A43,730,4,4,4,0,2,1,46,2,0,2,1,1,1,1,1,0,0,1,0
72,0,8,4,A410,1164,0,4,3,0,4,3,51,0,2,2,3,2,1,1,1,0,0,1,0
73,1,42,4,A49,5954,0,3,2,0,1,0,41,0,1,2,1,1,0,1,1,0,1,0,0
74,0,36,2,A46,1977,4,4,4,0,4,3,40,2,1,1,3,1,1,1,2,0,0,1,0
75,0,12,4,A41,1526,0,4,4,0,4,3,66,2,2,2,3,1,0,1,1,0,0,1,0
76,0,42,2,A43,3965,0,1,4,0,3,2,34,2,1,1,2,1,0,1,2,0,0,1,0
77,1,11,3,A43,4771,0,3,2,0,4,1,51,2,1,1,2,1,0,1,1,0,0,1,0
78,3,54,0,A41,9436,4,2,2,0,2,1,39,2,1,1,1,2,0,1,1,0,0,1,0
79,1,30,2,A42,3832,0,1,2,0,1,1,22,2,1,1,2,1,0,1,1,0,0,0,1
80,3,24,2,A43,5943,4,1,1,0,1,2,44,2,1,2,2,1,1,1,2,0,1,0,0
81,3,15,2,A43,1213,2,4,4,0,3,1,47,1,1,1,2,1,1,1,1,0,0,1,0
82,3,18,2,A49,1568,1,2,3,0,4,1,24,2,0,1,1,1,0,1,1,0,1,0,0
83,0,24,2,A410,1755,0,4,4,2,4,0,58,2,1,1,1,1,1,1,1,0,1,0,0
84,0,10,2,A43,2315,0,4,3,0,4,0,52,2,1,1,1,1,0,1,1,0,0,1,0
85,3,12,4,A49,1412,0,2,4,2,2,0,29,2,1,2,3,1,1,1,1,0,1,0,0
86,1,18,4,A42,1295,0,1,4,0,1,1,27,2,1,2,2,1,0,1,1,0,1,0,0
87,1,36,2,A46,12612,1,2,1,0,4,3,47,2,2,1,2,2,1,1,2,0,0,1,0
88,0,18,2,A40,2249,1,3,4,0,3,2,30,2,1,1,3,2,1,1,1,0,0,1,0
89,0,12,0,A45,1108,0,3,4,0,3,0,28,2,1,2,2,1,0,1,2,0,0,1,0
90,3,12,4,A43,618,0,4,4,0,4,0,56,2,1,1,2,1,0,1,1,0,0,1,0
91,0,12,4,A41,1409,0,4,4,0,3,0,54,2,1,1,2,1,0,1,1,0,0,1,0
92,3,12,4,A43,797,4,4,4,0,3,1,33,0,1,1,1,2,0,1,2,0,1,0,0
93,2,24,4,A42,3617,4,4,4,1,4,3,20,2,0,2,2,1,0,1,1,0,0,1,0
94,1,12,2,A40,1318,3,4,4,0,4,0,54,2,1,1,2,1,1,1,1,0,0,1,0
95,1,54,0,A49,15945,0,1,3,0,4,3,58,2,0,1,2,1,1,1,2,0,0,1,0
96,3,12,4,A46,2012,4,3,4,0,2,2,61,2,1,1,2,1,0,1,1,0,1,0,0
97,1,18,2,A49,2622,1,2,4,0,4,2,34,2,1,1,2,1,0,1,1,0,0,1,0
98,1,36,4,A43,2337,0,4,4,0,4,0,36,2,1,1,2,1,0,1,1,0,0,1,0
99,1,20,3,A41,7057,4,3,3,0,4,1,36,0,0,2,3,2,1,1,1,0,0,1,0
100,3,24,2,A40,1469,1,4,4,0,4,0,41,2,0,1,1,1,0,1,1,0,0,0,1
101,1,36,2,A43,2323,0,3,4,0,4,2,24,2,0,1,2,1,0,1,1,0,0,1,0
102,3,6,3,A43,932,0,2,3,0,2,0,24,2,1,1,2,1,0,1,1,0,1,0,0
103,1,9,4,A42,1919,0,3,4,0,3,2,35,2,0,1,2,1,1,1,1,0,0,1,0
104,3,12,2,A41,2445,4,1,2,0,4,2,26,2,0,1,2,1,1,1,1,0,0,0,1
105,1,24,4,A410,11938,0,2,2,1,3,2,39,2,1,2,3,2,1,1,2,0,0,1,0
106,3,18,1,A40,6458,0,4,2,0,4,3,39,0,1,2,3,2,1,1,2,0,0,1,0
107,1,12,2,A40,6078,0,3,2,0,2,2,32,2,1,1,2,1,0,1,1,0,0,1,0
108,0,24,2,A42,7721,4,1,1,0,2,1,30,2,1,1,2,1,1,0,1,0,1,0,0
109,1,14,2,A49,1410,2,4,1,0,2,0,35,2,1,1,2,1,1,1,1,0,0,0,1
110,1,6,3,A49,1449,1,4,1,0,2,2,31,0,1,2,2,2,0,1,1,1,0,0,0
111,2,15,2,A46,392,0,1,4,0,4,1,23,2,0,1,2,1,1,1,1,0,1,0,0
112,1,18,2,A40,6260,0,3,3,0,3,0,28,2,0,1,1,1,0,1,1,0,0,1,0
113,3,36,4,A40,7855,0,2,4,0,2,0,25,1,1,2,2,1,1,1,2,0,1,0,0
114,0,12,2,A43,1680,2,4,3,0,1,0,35,2,1,1,2,1,0,1,1,0,0,0,1
115,3,48,4,A43,3578,4,4,4,0,1,0,47,2,1,1,2,1,1,1,1,0,0,1,0
116,0,42,2,A43,7174,4,3,4,0,3,2,30,2,1,1,3,1,1,1,2,0,1,0,0
117,0,10,4,A42,2132,4,1,2,1,3,0,27,2,0,2,2,1,0,0,1,0,1,0,0
118,0,33,4,A42,4281,2,2,1,0,4,2,23,2,1,2,2,1,0,1,2,0,1,0,0
119,1,12,4,A40,2366,2,3,3,0,3,2,36,2,1,1,3,1,1,1,1,1,0,0,0
120,0,21,2,A43,1835,0,2,3,0,2,0,25,2,1,2,2,1,1,1,2,0,1,0,0
121,3,24,4,A41,3868,0,4,4,0,2,2,41,2,0,2,3,1,1,1,1,0,1,0,0
122,3,12,2,A42,1768,0,2,3,0,2,0,24,2,0,1,1,1,0,1,1,0,0,1,0
123,2,10,4,A40,781,0,4,4,0,4,3,63,2,2,2,2,1,1,1,1,0,0,1,0
124,1,18,2,A42,1924,4,1,4,0,3,0,27,2,0,1,2,1,0,1,2,0,1,0,0
125,0,12,4,A40,2121,0,2,4,0,2,1,30,2,1,2,2,1,0,1,1,0,0,1,0
126,0,12,2,A43,701,0,2,4,0,2,0,40,2,1,1,1,1,0,1,1,0,0,0,1
127,1,12,2,A45,639,0,2,4,0,2,2,30,2,1,1,2,1,0,1,2,0,0,1,0
128,1,12,4,A41,1860,0,0,4,0,2,2,34,2,1,2,3,1,1,1,1,0,0,1,0
129,0,12,4,A40,3499,0,2,3,1,2,0,29,2,1,2,2,1,0,1,2,0,1,0,0
130,1,48,2,A40,8487,4,3,1,0,2,2,24,2,1,1,2,1,0,1,1,0,1,0,0
131,0,36,3,A46,6887,0,2,4,0,3,1,29,1,1,1,2,1,1,1,2,0,0,1,0
132,3,15,2,A42,2708,0,1,2,0,3,1,27,0,1,2,1,1,0,1,1,0,0,1,0
133,3,18,2,A42,1984,0,2,4,0,4,3,47,0,2,2,2,1,0,1,1,0,0,1,0
134,3,60,2,A43,10144,1,3,2,0,4,0,21,2,1,1,2,1,1,1,1,0,1,0,0
135,3,12,4,A43,1240,4,4,4,0,2,0,38,2,1,2,2,1,1,1,1,0,1,0,0
136,3,27,3,A41,8613,3,2,2,0,2,2,27,2,1,2,2,1,0,1,1,0,0,1,0
137,1,12,2,A43,766,2,2,4,0,3,0,66,2,1,1,1,1,0,1,2,0,0,1,0
138,1,15,4,A43,2728,4,3,4,2,2,0,35,0,1,3,2,1,1,1,1,0,0,1,0
139,2,12,2,A43,1881,0,2,2,0,2,2,44,2,0,1,1,1,1,1,1,0,1,0,0
140,2,6,2,A40,709,3,1,2,0,2,0,27,2,1,1,0,1,0,0,1,0,0,0,1
141,1,36,2,A43,4795,0,1,4,0,1,3,30,2,1,1,3,1,1,1,1,0,1,0,0
142,0,27,2,A43,3416,0,2,3,0,2,2,27,2,1,1,3,1,0,1,1,0,0,1,0
143,0,18,2,A42,2462,0,2,2,0,2,2,22,2,1,1,2,1,0,1,2,0,0,1,0
144,3,21,4,A42,2288,0,1,4,0,4,1,23,2,1,1,2,1,1,1,1,0,1,0,0
145,1,48,1,A49,3566,1,3,4,0,2,2,30,2,1,1,2,1,0,1,1,0,0,1,0
146,0,6,4,A40,860,0,4,1,0,4,3,39,2,1,2,2,1,1,1,1,0,1,0,0
147,3,12,4,A40,682,1,3,4,0,3,2,51,2,1,2,2,1,1,1,1,0,1,0,0
148,0,36,4,A42,5371,0,2,3,2,2,1,28,2,1,2,2,1,0,1,1,0,0,1,0
149,3,18,4,A43,1582,3,4,4,0,4,2,46,2,1,2,2,1,0,1,1,0,0,1,0
150,3,6,2,A43,1346,1,4,2,0,4,3,42,0,2,1,2,2,1,1,1,0,0,1,0
151,3,10,2,A43,1924,0,2,1,0,4,1,38,2,1,1,2,1,1,0,1,0,0,1,0
152,2,36,2,A43,5848,0,2,4,0,1,2,24,2,1,1,2,1,0,1,1,0,0,1,0
153,1,24,4,A41,7758,3,4,2,0,4,3,29,2,0,1,2,1,0,1,1,0,1,0,0
154,1,24,3,A49,6967,1,3,4,0,4,2,36,2,0,1,3,1,1,1,1,0,0,1,0
155,0,12,2,A42,1282,0,2,2,0,4,2,20,2,0,1,2,1,0,1,2,0,1,0,0
156,0,9,4,A45,1288,1,4,3,2,4,0,48,2,1,2,2,2,0,0,1,0,0,1,0
157,0,12,1,A48,339,0,4,4,0,1,2,45,0,1,1,1,1,0,1,1,0,0,0,1
158,1,24,2,A40,3512,1,3,2,0,3,2,38,0,1,2,2,1,1,1,1,0,0,1,0
159,3,6,4,A43,1898,4,2,1,0,2,0,34,2,1,2,1,2,0,1,1,0,0,1,0
160,3,24,4,A43,2872,1,4,3,0,4,0,36,2,1,1,2,2,1,1,1,0,0,1,0
161,3,18,4,A40,1055,0,1,4,0,1,1,30,2,1,2,2,1,0,1,1,0,1,0,0
162,3,15,2,A44,1262,2,3,4,0,3,1,36,2,1,2,2,1,1,1,1,0,0,1,0
163,1,10,2,A40,7308,0,0,2,0,4,3,70,0,2,1,3,1,1,1,1,0,0,1,0
164,3,36,2,A40,909,2,4,4,0,4,1,36,2,1,1,2,1,0,1,1,0,0,1,0
165,3,6,2,A42,2978,2,2,1,0,2,2,32,2,1,1,2,1,1,1,1,0,0,1,0
166,0,18,2,A42,1131,0,0,4,0,2,2,33,2,1,1,2,1,0,1,2,0,1,0,0
167,1,11,2,A42,1577,3,1,4,0,1,0,20,2,1,1,2,1,0,1,1,0,1,0,0
168,3,24,2,A42,3972,0,3,2,0,4,1,25,2,0,1,2,1,1,1,1,0,1,0,0
169,1,24,4,A49,1935,0,4,4,0,4,0,31,2,1,2,2,1,1,1,2,1,0,0,0
170,0,15,0,A40,950,0,4,4,0,3,2,33,2,0,2,2,2,0,1,2,0,0,1,0
171,3,12,2,A42,763,0,2,4,0,1,0,26,2,1,1,2,1,1,1,1,0,1,0,0
172,1,24,3,A42,2064,0,0,3,0,2,1,34,2,1,1,3,1,1,1,2,0,1,0,0
173,1,8,2,A43,1414,0,2,4,2,2,0,33,2,1,1,2,1,0,0,1,0,0,1,0
174,0,21,3,A46,3414,0,1,2,0,1,1,26,2,1,2,2,1,0,1,2,0,0,1,0
175,3,30,1,A41,7485,4,0,4,0,1,0,53,0,1,1,3,1,1,1,2,0,1,0,0
176,0,12,2,A42,2577,0,2,2,0,1,2,42,2,1,1,2,1,0,1,1,1,0,0,0
177,0,6,4,A43,338,2,4,4,0,4,2,52,2,1,2,2,1,0,1,1,0,0,1,0
178,3,12,2,A43,1963,0,3,4,0,2,2,31,2,0,2,3,2,1,1,1,0,0,1,0
179,0,21,4,A40,571,0,4,4,0,4,0,65,2,1,2,2,1,0,1,1,0,0,1,0
180,3,36,3,A49,9572,0,1,1,0,1,2,28,2,1,2,2,1,0,1,2,1,0,0,0
181,1,36,3,A49,4455,0,2,2,0,2,0,30,1,1,2,3,1,1,1,2,1,0,0,0
182,0,21,1,A40,1647,4,2,4,0,2,1,40,2,1,2,1,2,0,1,2,0,0,1,0
183,3,24,4,A42,3777,3,2,4,0,4,0,50,2,1,1,2,1,1,1,1,0,0,1,0
184,1,18,4,A40,884,0,4,4,0,4,2,36,0,1,1,2,2,1,1,2,0,0,1,0
185,3,15,4,A43,1360,0,2,4,0,2,1,31,2,1,2,2,1,0,1,1,0,0,1,0
186,1,9,1,A41,5129,0,4,2,0,4,3,74,0,2,1,3,2,1,1,2,0,1,0,0
187,1,16,4,A40,1175,0,0,2,0,3,2,68,2,2,3,0,1,1,1,1,0,0,1,0
188,0,12,2,A43,674,1,3,4,0,1,1,20,2,1,1,2,1,0,1,2,0,0,0,1
189,1,18,0,A42,3244,0,2,1,0,4,2,33,0,1,2,2,1,1,1,1,0,1,0,0
190,3,24,2,A49,4591,3,2,2,0,3,1,54,2,1,3,3,1,1,1,2,0,0,1,0
191,1,48,0,A49,3844,1,3,4,0,4,3,34,2,2,1,1,2,0,1,2,0,0,1,0
192,1,27,2,A49,3915,0,2,4,0,2,2,36,2,1,1,2,2,1,1,2,0,0,1,0
193,3,6,2,A43,2108,0,3,2,0,2,0,29,2,0,1,2,1,0,1,1,0,0,0,1
194,1,45,2,A43,3031,1,2,4,2,4,1,21,2,0,1,2,1,0,1,2,0,0,1,0
195,1,9,4,A46,1501,0,4,2,0,3,2,34,2,1,2,3,1,1,1,2,0,1,0,0
196,3,6,4,A43,1382,0,2,1,0,1,2,28,2,1,2,2,1,1,1,1,0,1,0,0
197,1,12,2,A42,951,1,1,4,0,4,2,27,0,0,4,2,1,0,1,2,0,1,0,0
198,1,24,2,A41,2760,4,4,4,0,4,3,36,0,2,1,2,1,1,1,1,0,0,1,0
199,1,18,3,A42,4297,0,4,4,0,3,3,40,2,1,1,3,1,1,1,2,1,0,0,0
200,3,9,4,A46,936,2,4,4,0,2,2,52,2,1,2,2,1,1,1,1,0,0,1,0
201,0,12,2,A40,1168,0,2,4,0,3,0,27,2,1,1,1,1,0,1,1,0,0,0,1
202,3,27,3,A49,5117,0,3,3,0,4,2,26,2,1,2,2,1,0,1,1,0,0,1,0
203,0,12,2,A48,902,0,3,4,0,4,1,21,2,0,1,2,1,0,1,2,0,0,0,1
204,3,12,4,A40,1495,0,4,4,0,1,0,38,2,1,2,1,2,0,1,1,0,0,1,0
205,0,30,4,A41,10623,0,4,3,0,4,3,38,2,2,3,3,2,1,1,1,0,0,1,0
206,3,12,4,A42,1935,0,4,4,0,4,0,43,2,1,3,2,1,1,1,1,0,0,1,0
207,1,12,4,A44,1424,0,3,4,0,3,1,26,2,1,1,2,1,0,1,1,0,0,1,0
208,0,24,2,A49,6568,0,2,2,0,2,2,21,1,1,1,1,1,0,1,1,0,0,0,1
209,3,12,2,A41,1413,3,3,3,0,2,1,55,2,1,1,2,1,0,0,1,0,0,1,0
210,3,9,4,A43,3074,4,2,1,0,2,0,33,2,1,2,2,2,0,1,1,0,0,1,0
211,3,36,2,A43,3835,4,4,2,0,4,0,45,2,1,1,1,1,1,1,1,0,1,0,0
212,0,27,0,A49,5293,0,0,2,0,4,1,50,1,1,2,2,1,1,1,2,0,0,1,0
213,2,30,3,A49,1908,0,4,4,0,4,0,66,2,1,1,3,1,1,1,2,0,0,1,0
214,3,36,4,A43,3342,4,4,4,0,2,2,51,2,1,1,2,1,1,1,1,0,0,1,0
215,1,6,4,A48,932,4,3,1,0,3,1,39,2,1,2,1,1,0,1,1,0,1,0,0
216,0,18,0,A49,3104,0,3,3,0,1,1,31,0,1,1,2,1,1,1,1,0,0,1,0
217,2,36,2,A43,3913,0,2,2,0,2,0,23,2,1,1,2,1,1,1,1,0,0,1,0
218,0,24,2,A42,3021,0,2,2,0,2,0,24,2,0,1,1,1,0,1,1,1,0,0,0
219,3,10,2,A40,1364,0,2,2,0,4,2,64,2,1,1,2,1,1,1,1,0,1,0,0
220,1,12,2,A43,625,0,1,4,2,1,0,26,0,1,1,1,1,0,1,1,0,0,0,1
221,0,12,2,A46,1200,4,2,4,0,4,1,23,0,0,1,2,1,1,1,1,0,1,0,0
222,3,12,2,A43,707,0,2,4,0,2,0,30,0,1,2,2,1,0,1,1,0,0,1,0
223,3,24,3,A49,2978,4,2,4,0,4,0,32,2,1,2,2,2,1,1,1,0,0,1,0
224,3,15,2,A41,4657,0,2,3,0,2,2,30,2,1,1,2,1,1,1,1,0,0,1,0
225,3,36,0,A45,2613,0,2,4,0,2,2,27,2,1,2,2,1,0,1,1,0,0,1,0
226,1,48,2,A43,10961,3,3,1,1,2,3,27,0,1,2,2,1,1,1,2,0,0,1,0
227,0,12,2,A42,7865,0,4,4,0,4,3,53,2,2,1,3,1,1,1,2,0,0,1,0
228,3,9,2,A43,1478,0,3,4,0,2,2,22,2,1,1,2,1,0,1,2,0,0,1,0
229,0,24,2,A42,3149,0,1,4,0,1,3,22,0,2,1,2,1,0,1,1,0,0,1,0
230,2,36,2,A43,4210,0,2,4,0,2,2,26,2,1,1,2,1,0,1,2,0,0,1,0
231,3,9,2,A40,2507,2,4,2,0,4,3,51,2,2,1,1,1,0,1,1,0,0,1,0
232,3,12,2,A43,2141,1,3,3,0,1,3,35,2,1,1,2,1,0,1,1,0,0,1,0
233,1,18,2,A43,866,0,2,4,2,2,0,25,2,1,1,1,1,0,1,1,0,0,0,1
234,3,4,4,A43,1544,0,3,2,0,1,0,42,2,1,3,1,2,0,1,1,0,0,1,0
235,0,24,2,A43,1823,0,0,4,0,2,2,30,1,1,1,3,2,0,1,2,0,0,1,0
236,1,6,2,A40,14555,4,0,1,0,2,1,23,2,1,1,0,1,1,1,2,0,0,1,0
237,1,21,2,A49,2767,1,4,4,0,2,2,61,0,0,2,1,1,0,1,2,1,0,0,0
238,3,12,4,A43,1291,0,2,4,0,2,1,35,2,1,2,2,1,0,1,1,0,1,0,0
239,0,30,2,A43,2522,0,4,1,2,3,1,39,2,1,1,2,2,0,1,1,0,0,1,0
240,0,24,2,A40,915,4,4,4,0,2,2,29,0,1,1,2,1,0,1,2,0,1,0,0
241,3,6,2,A43,1595,0,3,3,0,2,1,51,2,1,1,2,2,0,1,1,0,0,1,0
242,0,48,0,A41,4605,0,4,3,0,4,3,24,2,2,2,2,2,0,1,2,0,0,1,0
243,3,12,4,A49,1185,0,2,3,0,2,0,27,2,1,2,2,1,0,1,1,0,1,0,0
244,3,12,1,A48,3447,2,2,4,0,3,0,35,2,1,1,1,2,0,1,1,0,1,0,0
245,3,24,2,A49,1258,0,3,4,0,1,0,25,2,1,1,2,1,1,1,1,0,0,1,0
246,3,12,4,A43,717,0,4,4,0,4,0,52,2,1,3,2,1,0,1,1,0,0,1,0
